,RA,DEC
902,198.11506753400002,-9.147085800000001
903,196.42476942,-9.070598262
904,181.741541274,-9.037227634
905,321.489013818,-9.03206136
906,178.83954268,-9.010101400000002
907,207.1557552,-8.926118886
908,72.016354758,-8.898894914
909,172.719294227,-8.876155144
910,159.993960135,-8.790105287000001
911,322.60657970200003,-8.778549246
912,58.509467478000005,-8.764226084
913,333.799338434,-8.730954382
914,73.196230676,-8.717013782
915,188.46602785,-8.705038838
916,215.08280475400002,-8.622903086
917,139.45297070200002,-8.605833554
918,155.025829994,-8.60252838
919,192.18075607,-8.586036394
920,13.219397672000001,-8.577429272
921,21.871779915999998,-8.55425328
922,71.14500262600001,-8.47878461
923,138.647116558,-8.45246121
924,344.72982862,-8.45784912
925,161.406711594,-8.448808824
926,62.822364762,-8.440294596000001
927,47.753181213999994,-8.424504586
928,343.276874966,-8.422005954
929,48.26749073,-8.398500261
930,66.46507102,-8.369440332
931,156.121962116,-8.360152978
932,348.748809658,-8.363517968
933,346.105333126,-8.34797307
934,137.498162858,-8.300654706
935,323.43438270400003,-8.271007782
936,346.091899826,-8.263452924
937,358.67752208800005,-8.25407717
938,69.698619108,-8.20750124
939,200.360326266,-8.191239827999999
940,182.101359954,-8.148309644
941,21.446243387,-8.137952189
942,335.587815348,-8.130519362000001
943,9.907779648,-8.11619354
944,350.28152966199997,-8.109832412000001
945,172.509950508,-8.084363782
946,222.12088297,-8.075687938
947,211.70696258200002,-8.039329708
948,138.738284455,-8.019070465
949,218.391340806,-7.9389636139999995
950,204.97639684,-7.927686984
951,343.46579545,-7.894464817999999
952,186.950180008,-7.890519006
953,20.767502366,-7.87509371
954,349.38344217,-7.852261862000001
955,139.44214052,-7.819867766000001
956,207.81064778599998,-7.81789589
957,183.906454784,-7.789139324
958,64.037302178,-7.75684039
959,21.40242643,-7.739928126000001
960,213.522908726,-7.735091206
961,31.485800034,-7.679681542000001
962,165.07644008399998,-7.648725572000001
963,196.151219796,-7.61484816
964,57.164481446,-7.577350922000001
965,193.566524292,-7.538491924
966,212.956946308,-7.498004214
967,28.971986424,-7.478212276
968,351.668957402,-7.479630444
969,0.38721347,-7.436128356
970,19.74976945,-7.3495269
971,14.392490515999999,-7.3243815020000005
972,168.57161583799999,-7.323667022
973,167.60811828,-7.299666632
974,188.29774923,-7.298803116
975,167.10885245,-7.25467573
976,67.962332621,-7.238355157000001
977,220.06171378099998,-7.237980802
978,213.30950126,-7.2190755520000005
979,21.730530261,-7.195377927000001
980,162.132805147,-7.1953398889999995
981,151.924548464,-7.11501298
982,346.74765451,-7.09329545
983,161.23719344399998,-7.089319556
984,212.89270039,-7.054334356
985,356.98331773,-7.03314952
986,183.79363918,-7.007969652000001
987,139.418171456,-6.974974607999999
988,0.09781856800000001,-6.9361575239999995
989,350.486941206,-6.930684307999999
990,328.987290986,-6.893861384
991,59.12770329,-6.8916048960000005
992,15.371050787,-6.8111171665
993,15.371501141500001,-6.810968496
994,340.513909196,-6.785492623
995,11.794976105999998,-6.769144122
996,328.918261062,-6.73207662
997,1.922881192,-6.6910186760000006
998,18.902673808,-6.6726739
999,32.446140981999996,-6.672859097999999
1000,355.31239039,-6.634858362
1001,161.760733668,-6.619031047999999
1002,206.262699798,-6.6071342379999995
1003,163.67389886799998,-6.585866488
1004,341.47792693400004,-6.58233284
1005,172.457791746,-6.544696262
1006,47.755739962,-6.533442357999999
1007,332.73479767599997,-6.50992485
1008,224.52788180599998,-6.456490582000001
1009,319.859165904,-6.446736454
1010,351.04753642199995,-6.417304552
1011,359.059079278,-6.4187984
1012,9.114218854,-6.316809234
1013,141.87693540799998,-6.289409278
1014,182.921827878,-6.1701402739999995
1015,317.326570878,-6.131847062
1016,152.354136422,-6.091988367999999
1017,147.829264448,-6.048909824
1018,210.344655232,-6.035598472
1019,223.82437180000002,-6.040046564
1020,48.857161368,-6.02644688
1021,357.01420687,-6.033291618
1022,327.571523923,-5.993586232999999
1023,27.491920552,-5.92315401
1024,13.06266112,-5.90192135
1025,209.373750582,-5.895181687999999
1026,226.523483075,-5.878528506
1027,162.958475088,-5.856402794
1028,359.911525266,-5.796519206
1029,331.3922914,-5.66812035
1030,72.640179136,-5.645864392000001
1031,56.169643564,-5.62513509
1032,174.151364074,-5.564450992
1033,211.190967754,-5.565242412000001
1034,356.17448603800005,-5.53118654
1035,137.586568498,-5.516217864
1036,184.87753366400003,-5.4565686520000005
1037,359.764459826,-5.405133982000001
1038,144.030195836,-5.395933824
1039,194.87355056599998,-5.39570507
1040,59.402973042,-5.321735534
1041,7.4592331220000005,-5.285997368
1042,194.730999016,-5.155513324
1043,175.254339922,-5.13343807
1044,190.316584498,-5.009055576000001
1045,9.82740501,-5.00328985
1046,204.05132914599997,-4.979976584
1047,204.195610308,-4.965862852
1048,173.410387238,-4.940549516
1049,155.342521919,-4.884222126
1050,132.89548294,-4.87997299
1051,189.845202138,-4.867597798
1052,155.931074252,-4.845666352
1053,144.11603474,-4.812335847
1054,334.08266955,-4.760820526
1055,182.2915331,-4.755343908
1056,44.500282681,-4.743783543
1057,72.1904987,-4.748263132
1058,170.15955295,-4.74917393
1059,155.19686178,-4.737576144
1060,194.464226678,-4.741444888
1061,190.875642408,-4.731351106
1062,320.91460082,-4.719469584
1063,354.480975204,-4.724263076000001
1064,169.062000076,-4.702548198
1065,194.29064424400002,-4.6982864719999995
1066,218.26300090400002,-4.62716356
1067,51.443183848000004,-4.615894262
1068,155.682338404,-4.59654513
1069,355.893513042,-4.586906944
1070,47.457548752,-4.58333104
1071,144.96234003799998,-4.581013546
1072,38.601078066,-4.490684236
1073,65.02167779199999,-4.47478335
1074,138.953683504,-4.462195852
1075,342.520234382,-4.4056632680000005
1076,169.637843809,-4.396120398
1077,156.16793179200002,-4.32392955
1078,197.715698716,-4.305484744
1079,196.843994038,-4.2354464080000005
1080,52.20152381,-4.219094366
1081,325.52689456,-4.21500973
1082,187.90259366400002,-4.19776912
1083,210.44255366,-4.180285986
1084,177.594803594,-4.173704688
1085,214.88068174,-4.15339639
1086,134.398229002,-4.118060258
1087,204.29048230599997,-4.0735818980000005
1088,5.011755443999999,-4.051707564
1089,55.45313149,-4.056703476
1090,332.306385592,-4.048126863999999
1091,47.077878764,-3.9512922980000003
1092,65.182618856,-3.87588214
1093,66.722033994,-3.8818542060000003
1094,168.44825084,-3.821565122
1095,195.128096684,-3.822859948
1096,214.634466882,-3.815214956
1097,61.197149241999995,-3.7991947999999995
1098,170.03118885799998,-3.77619506
1099,146.792768196,-3.765075113
1100,179.511032156,-3.743397044
1101,13.720337494,-3.7298668719999997
1102,175.786171434,-3.696312468
1103,53.302952454,-3.677757232
1104,358.82599575800003,-3.670542562
1105,72.780951282,-3.65188168
1106,167.422982948,-3.657391182
1107,155.671905742,-3.648148092
1108,340.11674793,-3.649883276
1109,155.766069056,-3.620994272
1110,188.859035029,-3.602144255
1111,154.633422954,-3.5640093439999996
1112,21.53464168,-3.551182912
1113,350.71994057800003,-3.554552778
1114,174.841215952,-3.538491048
1115,164.663882816,-3.504215308
1116,153.001730538,-3.492036988
1117,182.86605636,-3.433667636
1118,184.18370312,-3.430244244
1119,156.52515134,-3.4131447639999997
1120,12.012186162999999,-3.402147585
1121,155.851853306,-3.388928074
1122,174.57496639,-3.354365094
1123,157.48263961,-3.347057224
1124,55.094243102,-3.319194444
1125,175.869504718,-3.320463262
1126,212.233192714,-3.3154051460000002
1127,144.611755698,-3.304450094
1128,155.666027598,-3.2704257119999998
1129,183.331849052,-3.17940256
1130,153.383238772,-3.168560686
1131,51.42877617600001,-3.14396222
1132,351.18863147400003,-3.110729657
1133,201.1090878,-3.0853264719999998
1134,1.428318116,-3.076055678
1135,199.209082765,-3.062676737
1136,203.802745124,-3.00992972
1137,48.729325444,-2.992549008
1138,153.82265155,-2.98140473
1139,189.671218886,-2.966346278
1140,128.981589514,-2.955158622
1141,158.457238362,-2.94366706
1142,170.730798336,-2.948761212
1143,19.414325942,-2.94086779
1144,357.715275924,-2.9250523139999998
1145,51.84841943399999,-2.911978882
1146,353.61263869,-2.899344379
1147,180.79456242900002,-2.8760191489999998
1148,174.058318496,-2.870405426
1149,53.71277304,-2.830062214
1150,195.363150656,-2.77035022
