,RA,DEC
354,17.313939192,14.780291828
355,349.535625322,14.847858254
356,3.2990830019999997,14.894718604000001
357,31.492490221,14.919536682
358,42.666399565999996,14.981071446
359,334.422826748,15.101719845999998
360,21.093420544,15.119590848
361,351.95711153400003,15.119271646
362,347.912000534,15.128269662000001
363,1.927728865,15.186874414000002
364,20.848262005,15.214675036
365,359.878032141,15.218575319000001
366,23.949096326,15.253425918
367,18.595971664,15.288588744
368,14.917134615999998,15.331102431
369,333.600766816,15.376636196
370,350.740426048,15.46602468
371,330.711528324,15.499207155999999
372,328.220361948,15.571842904
373,31.838322891,15.595685069000002
374,11.8764037,15.697034844000001
375,40.164276538,15.704192078
376,358.238813434,15.712484284
377,346.381925966,15.831418132000001
378,41.208518506,15.868911864000001
379,41.543186464,15.952476394000001
380,348.838100846,16.04259065
381,4.712536074,16.178829734
382,16.437255168,16.184920564000002
383,16.630063982,16.206960186
384,7.422311756,16.307529798
385,18.821308018,16.414819029
386,3.108319872,16.491268836
387,337.20812526,16.49710506
388,28.833011482,16.500686796
389,23.20915213,16.509883212000002
390,359.48482309199994,16.52188409
391,118.00104346200001,16.563788166
392,336.132212208,16.588227428
393,17.662536642,16.597401868
394,12.163263622,16.631038485999998
395,26.222389806,16.665607778
396,351.02182878599996,16.661992642
397,343.276657544,16.7522669
398,346.91878909,16.82894781
399,29.151233748000003,16.8993493
400,329.549011946,17.082733688
401,17.99524119,17.270016131
402,39.838494828,17.27655459
403,21.039336126,17.289527698
404,337.136470756,17.470382548
405,35.265303,17.518613765999998
406,334.61534819,17.68974451
407,12.792586474,17.73552647
408,351.04000281599997,17.890940756
409,32.743275806,17.930005782000002
410,356.147883018,17.94967409
411,15.669679078,17.989058453
412,16.80363197,17.993922523
413,20.723219953,18.00086898
414,14.955621976333301,18.0081637943333
415,344.942584918,18.02853417
416,20.957904364,18.102192438
417,16.555502296,18.193634476
418,343.13205428599997,18.23436639
419,352.82033765,18.240074548
420,12.279749322,18.258330748
421,20.458026315999998,18.267641716
422,15.046925285,18.283096581
423,350.464562804,18.283261927999998
424,338.97244928,18.377494888
425,349.188023092,18.412257458
426,20.899296575999998,18.43687285
427,38.168676202,18.465904364
428,27.206290369,18.542201679
429,342.138530202,18.573898338
430,32.494643692,18.696117898
431,345.37557751400004,18.719282225
432,25.716622246,18.736847088
433,117.010568352,18.81546458
434,350.922643372,18.859800736
435,356.88478578800004,18.891722702
436,20.678461528,19.032532634000003
437,31.19128386,19.045868794
438,116.99893658,19.09455539
439,349.38198248699996,19.207345064000002
440,31.349801181999997,19.244517201
441,356.73162148,19.253145038
442,349.92130281199996,19.31598783
443,37.648510908,19.35409505
444,27.755653786,19.387069917999998
445,3.658061018,19.399658736
446,344.13409582599996,19.404576072
447,22.199328473,19.493346223
448,346.45161244,19.631928937999998
449,354.53916086099997,19.761508723
450,346.09630786,19.82671357
451,337.348896242,19.86264939
452,344.07087346,19.879846775999997
453,3.9312285680000003,19.944202774
454,14.061494855,19.978173244
455,5.20277816,20.031582055999998
456,344.238783516,20.058254458
457,6.809417298,20.072198312
458,336.481490704,20.227962198
459,350.40939528,20.24121246
460,332.588835922,20.35438092
461,16.2805283025,20.401839821
462,31.835452164,20.746577478
463,336.47574686,20.867128678
464,359.615906424,20.96629933
465,29.95837665,21.035541586
466,331.874390008,21.093505527999998
467,28.719955616999997,21.108859691
468,354.23841492800005,21.23426725
469,350.80734579800003,21.264868424
470,328.1075464,21.293449628
471,338.196021234,21.35756082
472,7.122628942,21.437257184
473,358.155389002,21.515227262
474,25.595045971999998,21.876732106
475,349.39200180800003,21.91723845
476,340.11497175,22.0118059
477,24.101650038000002,22.049732218000003
478,14.995121957,22.072789475
479,115.717043511333,22.1127166036667
480,355.305780024,22.199709354
481,20.672534236,22.223526946
482,350.35245602,22.217678256
483,352.58949118199996,22.246468418000003
484,20.803270246,22.255869116
485,351.074251764,22.250295798000003
486,14.621458586,22.325317848
487,339.299296101,22.387522548000003
488,349.80087002199997,22.435414555999998
489,350.66717561,22.454160418
490,337.599737496,22.555834316
491,356.22639206599996,22.698975311999998
492,4.764181174,22.76207108
493,333.736425054,22.771275494
494,348.260413982,22.839787778
495,27.677652398000003,22.867938638000002
496,336.903084692,22.896194045999998
497,353.80825936199994,22.93848208
498,352.37794022400004,22.95076345
499,358.31163793800005,23.032327196
500,19.215555164,23.152740731999998
501,341.82970632,23.162090611999997
502,330.072331904,23.270993865999998
503,352.854135998,23.319459692
504,351.788879394,23.423450182
505,16.356338118,23.467570324
506,10.727016314,23.503115586
507,26.777757945999998,23.643378191999997
508,119.089043998,23.678890774
509,34.407216334,23.756425924000002
510,6.0533180710000005,23.914635654
511,37.412882088,24.002618177
512,20.92279644,24.259966304000002
513,36.863953748,24.258873641999998
514,14.199145054,24.347852602
515,16.8204954,24.509257408000003
516,342.141439542,24.534732978
517,10.080106427999999,24.587640185999998
518,11.751533672,24.594691286
519,357.835894584,24.657880564000003
520,118.188479816,24.676468508000003
521,36.735752204,24.748707018
522,339.62064494,24.763081038000003
523,4.070465385,24.79071471
524,353.34540451199996,24.816946192
525,9.253918002,24.87111629
526,338.610570752,25.030421828
527,350.329087474,25.053101174000002
528,359.296471162,25.064939484
529,0.8852045470000001,25.115125656999997
530,348.871403568,25.120430446
531,12.20583082,25.12459461
532,9.48686136,25.143228164
533,119.485368154,25.160887148
534,355.276495214,25.169096206
535,348.23221963,25.234631384
536,352.972629094,25.295035451999997
537,10.65197475,25.30512925
538,357.938053262,25.51982517
539,36.181070968,25.532329362
540,352.95935487,25.544431806
541,9.764611816,25.554044666
542,2.7375491660000004,25.559969335999998
543,11.611219982,25.621272818
544,12.730813842,25.645372798
545,9.310518716,25.719684775999998
546,36.757410201999996,25.787441291999997
547,9.167136238,25.906565084
548,35.71521677,25.944280604
549,31.64980824,26.107767454
550,8.183375692,26.118183634
551,27.137806486,26.12122796
552,359.047285596,26.542962841999998
553,32.38476404,26.651752518000002
554,27.77365949,26.715346811999996
555,14.518503553,26.896028412
556,15.13088699,27.07388836
557,15.141732556,27.097964572
558,27.491287661999998,27.107774042
559,19.00387168,27.153925766
560,9.99634141,27.192242678000003
561,354.042107494,27.268325
562,357.99556329800004,27.337381258
563,0.68224713,27.429240814
564,340.33124005,27.428248474
565,1.451615724,27.449387400000003
566,36.337966042,27.452841902
567,346.149950786,27.568148041999997
568,25.556852122,27.673966531999998
569,15.748652583,27.69783197
570,337.609834575,27.800092726
571,347.041689106,27.811722795999998
572,4.223822672,27.848205395999997
573,30.309871945999998,27.844012692
574,117.570288478,27.856983658
575,29.724984936,27.940736794
576,354.303240454,27.934066494
577,359.56798526800003,27.948129456
578,36.919538385,28.078383919
579,343.886972066,28.084632076
580,356.905457684,28.191806535999998
581,357.006564066,28.235557854
582,0.7315451,28.277478488000003
583,29.290215606,28.290216778
584,3.6423832689999998,28.450541283000003
585,355.58471067199997,28.477283644
586,16.296383356,28.510473171999998
587,37.526514062,28.674240001999998
588,9.13573191,28.710949284
589,348.40579841,28.760747128000002
590,349.21278783599996,28.759517291999998
591,17.4350409006667,28.777772842666696
592,35.800554004,28.798096095
593,113.384993844,28.86191419
594,31.996390834,28.868826068
595,4.879313146,28.876408324
596,26.667754482,28.974780826
597,336.052714518,29.125910204
598,358.44068544199996,29.256069571999998
599,9.51536549,29.25969357
600,9.31587947,29.280519048000002
601,114.288148686,29.434625192
602,35.5328376925,29.589569610999998
603,114.354822964,29.66811825
604,115.365589982,29.669207456
605,11.341257584000001,29.827870556
606,359.180870246,29.885264481999997
607,115.0551638,29.914904066
608,4.558580307,29.952131766999997
609,119.41022619200001,30.109798434000002
610,34.059289144,30.122425185999997
611,15.165339422,30.124755122
612,12.706310574000002,30.164282026
613,37.253284206,30.314450638
614,20.338900351,30.385883216999996
615,17.65887341,30.439634299999998
616,344.083655049,30.456937914
617,18.12670975,30.462818738000003
618,38.035146134,30.628151386
619,14.52176519,30.649156322
620,119.50022617399999,30.795585874
621,347.245909385,30.792447876
622,22.248371624,30.9077445
623,116.637205576,31.022684168
624,1.775862516,31.053792045999998
625,22.241881944,31.31353538
626,22.433630208,31.308900084
627,7.907655506,31.363480834
628,29.332773606,31.522066894
629,19.908381895999998,31.65465897
630,340.79850401,31.658269488000002
631,18.108889036,31.68178565
632,32.558719018000005,31.9843021
633,9.070181413,31.997014140999998
634,117.76224562799999,32.080245164000004
635,30.295296036,32.112315798000004
636,343.398749416,32.156981705999996
637,29.157585152,32.229943786
638,29.172478326,32.400722691
639,23.035296982,32.421217654
640,354.92139726,32.54527643
641,23.563549568000003,32.580148466
642,352.96034260000005,32.60202015
643,24.829701034,32.662966078000004
644,20.606707288,32.697473566
645,358.615742758,32.704233812
646,359.960672294,32.702342168
647,358.44823624400004,32.863446788000005
648,6.251715332000001,32.921992504
649,27.510074902,32.95294011
650,27.23426783,33.119313716
651,22.849309258,33.143881574
652,341.693226568,33.165231246
653,353.838940899,33.216439125
654,22.860617226,33.35624596
655,11.936420515999998,33.469387616
656,119.710104219,36.795756359
657,111.921761654,38.251405554
658,118.603694584,39.371558956
659,108.235568821,39.976647265
660,270.851887696,45.698282322
661,271.170072714,46.256519565
662,104.052224758,46.925238324
663,103.676147604,47.63204073
664,117.734218148,48.312783766
665,117.966225964,49.81435433
666,117.32936343200001,50.11193230399999
667,115.557733381,50.390978378
668,101.49838613,51.720663243999994
669,277.753052662,52.305013776
670,113.12418669200001,52.531835742
671,101.61086307,53.075562646
672,273.542803384,54.274342342
673,108.68576249,54.97234735399999
674,109.50753902,55.06106798
675,110.84742851,55.538186124
676,108.297636864,56.636768062
677,116.20423630200001,57.109889568
678,107.600710694,58.102283688
679,119.206152995,60.274791625
680,273.932430862,61.697902628
681,276.891226152,62.11658357
682,275.916094845,62.284888323000004
683,114.08168449,62.354655494
684,118.52364022399999,62.835625164
685,275.697776648,62.953679138999995
686,107.846180137,63.219508653000005
687,103.74899940200001,64.103317458
688,116.54310053200001,64.204092952
689,285.298010788,64.434193236
690,119.36512264,65.135869858
691,103.243809182,66.75445479
692,138.384405024,70.582317962
693,142.24802432799999,70.763742462
694,125.12018043399999,70.824901298
695,231.68729164200002,70.927202038
696,156.49114277200002,71.1979859265
697,211.424290402,72.254966582
698,214.064395872,72.263184846
699,161.92417999,72.82195226399999
700,133.22833456200001,74.500475294
701,269.04432845900004,75.88211745
702,214.54509171,75.920838246
703,166.827483242,76.695008262
704,120.523417756,77.217878364
705,221.673415234,77.281309204
706,151.329111394,77.65396371199999
707,207.132145558,78.04930262399999
708,255.246486608,78.749823024
709,219.25277507200002,78.800296276
710,276.875299565,79.62084154899999
711,168.683012806,79.726690008
712,240.02449733,79.863665416
713,231.664150134,79.954606655
714,227.29485557200002,80.27608395
715,152.380868536,80.331435552
716,142.222421157,80.336690898
717,187.97058821,81.47468404199999
718,159.016322084,81.54010018
719,53.801046448,-29.944750278
720,36.616363906,-29.694496898
721,19.806085468,-29.535287114000003
722,31.652388996,-29.412384838
723,34.558241724,-29.235706458000003
724,67.421808044,-29.171145684000003
725,48.26819394899999,-29.110424272
726,12.183843164,-28.698553748000002
727,32.872125061999995,-28.30968802
728,51.50945879,-28.301687895
729,163.351308048,-27.748735194
730,7.44951759,-27.664601878000003
731,43.123155298,-27.177703368000003
732,84.358828344,-27.049643694
733,85.26529553399999,-26.478316411999998
734,13.93945845,-26.334899076
735,38.530144568000004,-26.267202078
736,47.78167944,-26.18942553
737,87.11184527200001,-26.073892001999997
738,39.88253469,-25.173389394
739,45.974344688,-24.565294708000003
740,14.085220986,-24.34854866
741,68.506262328,-24.286145668000003
742,81.26521938399999,-24.208435394000002
743,75.121547658,-24.077204768
744,75.792261547,-24.000659958000004
745,78.222600222,-23.445721438000003
746,29.518864908,-23.357545846
747,45.78911965100001,-23.198936675
748,79.544782982,-23.108315576
749,7.067273234,-23.06248446
750,21.799207132,-22.762037214
751,10.430479736,-22.682937191999997
752,80.65343988800001,-22.646432502
753,32.505856704,-22.35739411
754,41.851350335999996,-22.267819162
755,38.65148672,-22.161141181999998
756,73.253345312,-21.778950621999996
757,71.589362448,-21.629380128
758,15.666571372,-21.336175737999998
759,72.83497959,-21.152663662000002
760,70.87454230600001,-21.08713453
761,15.12583728,-20.831504038
762,50.568581356,-20.767847653
763,28.289180414,-20.69164683
764,52.180856548,-20.649553444000002
765,59.256469612,-20.647401834
766,76.712242385,-20.345150863
767,39.379004112,-20.337942782
768,16.297674767,-20.300441982
769,41.893938,-20.183394952
770,17.562790386,-19.76076956
771,78.390145382,-19.500757198
772,28.913479751999997,-19.441645868
773,19.699040704,-19.172005937999998
774,28.044443466,-18.853069671
775,73.31920554199999,-18.749531926
776,20.761448906,-18.698226134000002
777,35.1891143436667,-18.641678276500002
778,59.673398928000005,-18.15897249
779,20.261720015999998,-18.11292956
780,85.103072394,-18.098415954
781,35.373580926,-18.055487488
782,75.44028934399999,-18.005968001
783,10.666896662000001,-17.511508422000002
784,9.566961484,-17.413632284000002
785,9.567555014,-17.413882522
786,32.094469342,-17.401631062
787,58.630839566000006,-17.29742633
788,35.936733366,-17.21188794
789,37.11435421,-17.034307252
790,59.431557155,-16.85044214
791,11.028917974,-16.728344372000002
792,9.228342624,-16.346638776
793,15.73345812,-16.315083534
794,31.15004627,-16.316507416
795,65.75402415,-15.738801032000001
796,17.202581544,-15.694536729000001
797,48.38823846,-15.341531842
798,14.936824668,-15.085007002000001
799,48.483875252,-14.969735748
800,347.006565028,-14.702434188
801,54.777896311999996,-14.611252424000002
802,13.565662614,-14.470006924000002
803,11.670656494000001,-14.335629588
804,56.29548516,-14.332016504
805,14.90955706,-14.199218347999999
806,10.345642906,-14.15829814
807,345.96787369199996,-14.071975815999998
808,14.016388814,-14.060505004000001
809,357.175269388,-14.027595786
810,353.268510214,-13.983447183
811,338.143783152,-13.971980412
812,53.282371862,-13.909180024000001
813,341.192443528,-13.885949551
814,357.18099014,-13.868102486
815,53.399110791999995,-13.741253592
816,57.344916178000005,-13.649478412
817,325.70051529799997,-13.624381642000001
818,333.210280263,-13.58674807
819,37.017702824000004,-13.502521446
820,328.271203962,-13.448607722
821,35.130128308,-13.282798622
822,345.11980526800005,-13.225807212000001
823,335.956611982,-13.178496875999999
824,31.511357201,-13.079735349000002
825,346.906164148,-13.001748051
826,351.475775642,-12.917819677999999
827,33.524750401999995,-12.820174827999999
828,315.25095436,-12.671892552000001
829,66.917966092,-12.59369407
830,330.10020022,-12.598301335999999
831,24.404890068,-12.518852398
832,347.55471920800005,-12.51289484
833,335.958920352,-12.501069695999998
834,347.59288582,-12.411372775
835,64.158918523,-12.398502860999999
836,15.513806577999999,-12.345854952
837,334.900852806,-12.342806072
838,351.396058385,-12.3261733
839,8.72689908,-12.230908915999999
840,348.112824994,-12.17114115
841,67.60399061,-12.094750504
842,47.62063561,-12.075801036
843,48.8099953,-12.039954572000001
844,316.537253578,-11.979845100999999
845,359.70149028,-11.958796158
846,8.097609197,-11.937473565
847,335.41044777,-11.911935935999999
848,357.094391316,-11.835912414000001
849,358.32697402199994,-11.831572516
850,336.09604694,-11.754455226
851,5.442716878,-11.736426338
852,358.499494756,-11.663167682000001
853,352.95760109599996,-11.631898507999999
854,70.108204118,-11.585565297
855,347.635645922,-11.575092082000001
856,59.535615918000005,-11.311879002000001
857,349.231355118,-11.172587004
858,342.12003363599996,-11.154486475999999
859,50.350294546,-11.146012584000001
860,9.660385924,-11.046970757999999
861,358.47261774599997,-10.98201373
862,2.142869908,-10.94926325
863,332.21726296400004,-10.930085362
864,15.902649502000001,-10.83269634
865,48.60200361,-10.754053588
866,319.05825359,-10.729015868
867,346.312548276,-10.727690472
868,332.589980588,-10.627320732000001
869,331.96860241400003,-10.560781502000001
870,5.761608588,-10.554401124
871,332.80252841,-10.548600924
872,357.471382646,-10.501917486
873,23.24549879,-10.451916392000001
874,62.462700702,-10.443335484
875,65.961448656,-10.308082544
876,61.79940367,-10.229750968
877,56.066249502,-10.132606124
878,326.139040554,-10.024565376
879,337.552930103,-9.991944489
880,328.574087582,-9.937264242000001
881,27.380796528,-9.93065138
882,15.331143244000002,-9.84522623
883,10.272086056000001,-9.778383356
884,54.203789228000005,-9.766585108
885,348.774700218,-9.587880869
886,162.779994424,-9.54902116
887,191.870937002,-9.484865600000001
888,158.804101972,-9.482345883999999
889,60.512700406,-9.456523778
890,48.590298946000004,-9.436679394
891,166.20877875,-9.421452698
892,331.079807996,-9.408430596
893,352.01444753199996,-9.401687308
894,342.915485488,-9.375904566
895,188.814687538,-9.355492997999999
896,359.82901893400003,-9.331417614
897,323.74525979599997,-9.238244594
898,26.511600578000003,-9.219638066
899,349.215923728,-9.212950664
900,8.390088951000001,-9.194578629
901,30.830672185999997,-9.157183900000001
